,Tweet,target,tokenized_tweet,cleaned_tweet
167,مرأة تونسية متألقة ♡♡,1,مرأة تونسية متألقة,"['مرأة', 'تونسية', 'متألقة']"
168,Matehchemch yekhi tv wmaryoulha ybayn kol chay lhaq feli rabouk,-1,matehchemch yekhi tv wmaryoulha ybayn kol chay lhaq feli rabouk,"['matehchemch', 'yekhi', 'tv', 'wmaryoulha', 'ybayn', 'kol', 'chay', 'lhaq', 'feli', 'rabouk']"
169,esaaaaal maryoumaa :*,1,esaaaaal maryoumaa,"['esaaaaal', 'maryoumaa']"
170,ريم الله يبارك راكي تزياني وضحكتك عسولة كيفك,1,ريم الله يبارك راكي تزياني وضحكتك عسولة كيفك,"['ريم', 'الله', 'يبارك', 'راكي', 'تزياني', 'وضحكتك', 'عسولة', 'كيفك']"
171,Maskina oukhtha :( masta halqa pffff,-1,maskina oukhtha masta halqa pffff,"['maskina', 'oukhtha', 'masta', 'halqa', 'pffff']"
174,تهبل سمير نحببببك,1,تهبل سمير نحببببك,"['تهبل', 'سمير', 'نحبببك']"
175,"matfhouuu mamstouu,sans comment!!!",-1,matfhouuu mamstouu sans comment,"['matfhouuu', 'mamstouu', 'sans', 'comment']"
176,Makhkhkhyeb rasou markhsssou kenou rajelll,-1,makhkhkhyeb rasou markhsssou kenou rajelll,"['makhkhkhyeb', 'rasou', 'markhsssou', 'kenou', 'rajelll']"
177,ممثلة متمكنة حظ موفق ✌❤,1,ممثلة متمكنة حظ موفق,"['ممثلة', 'متمكنة', 'حظ', 'موفق']"
178,Bravo semi,1,bravo semi,"['bravo', 'semi']"
179,Rimz we lahas we kawed,-1,rimz lahas kawed,"['rimz', 'lahas', 'kawed']"
180,ThEBBOU TRODDOUHA BLED FSEEEEED emaltou leaaaaaaaar.....eMALTOU LeAAAAAAAAAAAAR,-1,thebbou troddouha bleed fseeeeed emaltou leaaaaaaaar emaltou leaaaaaaaaaaaar,"['thebbou', 'troddouha', 'bleed', 'fseeeeed', 'emaltou', 'leaaaaaaaar', 'emaltou', 'leaaaaaaaaaaaar']"
181,فتاة صغيرة متميزة باقي الفتيات...,1,فتاة صغيرة متميزة باقي الفتيات,"['فتاة', 'صغيرة', 'متميزة', 'باقي', 'الفتيات']"
182,yazina chlaykk,-1,yazina chlaykk,"['yazina', 'chlaykk']"
183,Bravooooooooooo c'est bin c'est manifique,1,bravooooooooooo c ' est bin c ' est manifique,"['bravooooooooooo', 'c', ""'"", 'est', 'bin', 'c', ""'"", 'est', 'manifique']"
184,أسفي بلدي...هل أصبحنا زمن نناقش حرمه الله,-1,أسفي بلدي هل أصبحنا زمن نناقش حرمه الله,"['أسفي', 'بلدي', 'هل', 'أصبحنا', 'زمن', 'نناقش', 'حرمه', 'الله']"
185,بلطىأحسن مغنى رأب تونس مفيش إكلام,1,بلطىأحسن مغنى رأب تونس مفيش إكلام,"['بلطىأحسن', 'مغنى', 'رأب', 'تونس', 'مفيش', 'إكلام']"
186,hsin dik fenen raie,1,hsin dik fenen raie,"['hsin', 'dik', 'fenen', 'raie']"
187,amine metrobbi khir nawfel baaaaarcha,1,amine metrobbi khir nawfel baaaaarcha,"['amine', 'metrobbi', 'khir', 'nawfel', 'baaaaarcha']"
188,mealeeeeeeeeeeeeeeeeeeem ( . ) warjae lstar,1,mealeeeeeeeeeeeeeeeeeeem warjae lstar,"['mealeeeeeeeeeeeeeeeeeeem', 'warjae', 'lstar']"
189,Bravoo naji jaloul,1,bravoo naji jaloul,"['bravoo', 'naji', 'jaloul']"
190,Wahra lnessha,1,wahra lnessha,"['wahra', 'lnessha']"
191,ارزن ملايكتوا فماش,-1,ارزن ملايكتوا فماش,"['ارزن', 'ملايكتوا', 'فماش']"
194,موافقك اليلة باش نحبوا سامي نموت ياربي يقتلني . يحس بزوالي بلحق نقدروا ونحبو.,1,موافقك اليلة باش نحبوا سامي نموت ياربي يقتلني يحس بزوالي بلحق نقدروا ونحبو,"['موافقك', 'اليلة', 'باش', 'نحبوا', 'سامي', 'نموت', 'ياربي', 'يقتلني', 'يحس', 'بزوالي', 'بلحق', 'نقدروا', 'ونحبو']"
195,Mtkhalif win wislit fech qaeda tasnae rajea hatta illi emlou hakka qbal rabbi msahhm denia hatta lhayawanat mysirch,-1,mtkhalif win wislit fech qaeda tasnae rajea hatta illi emlou hakka qbal rabbi msahhm denia hatta lhayawanat mysirch,"['mtkhalif', 'win', 'wislit', 'fech', 'qaeda', 'tasnae', 'rajea', 'hatta', 'illi', 'emlou', 'hakka', 'qbal', 'rabbi', 'msahhm', 'denia', 'hatta', 'lhayawanat', 'mysirch']"
196,فاشل كذاب فيديو نسمه شاهد,-1,فاشل كذاب فيديو نسمه شاهد,"['فاشل', 'كذاب', 'فيديو', 'نسمه', 'شاهد']"
197,mateejebnich jemla ki kenet matodhhorch télé khir,-1,mateejebnich jemla ki kenet matodhhorch khir,"['mateejebnich', 'jemla', 'ki', 'kenet', 'matodhhorch', 'khir']"
198,masit lasit,-1,masit lasit,"['masit', 'lasit']"
200,Waww rawea,1,waww rawea,"['waww', 'rawea']"
201,ملا منظر جداقوا تقول كونتوار متاع حماص.,-1,ملا منظر جداقوا تقول كونتوار متاع حماص,"['ملا', 'منظر', 'جداقوا', 'تقول', 'كونتوار', 'متاع', 'حماص']"
204,Tohfa mealia blasitha,1,tohfa mealia blasitha,"['tohfa', 'mealia', 'blasitha']"
206,Brabbi chkouni chlekka !!smaetha tahki ela ahmed landolsi !! Malla mrigha!!!,-1,brabbi chkouni chlekka smaetha tahki ela ahmed landolsi malla mrigha,"['brabbi', 'chkouni', 'chlekka', 'smaetha', 'tahki', 'ela', 'ahmed', 'landolsi', 'malla', 'mrigha']"
207,wouuuuuuuuh mamssetha khiiiiiiiiiiiit,-1,wouuuuuuuuh mamssetha khiiiiiiiiiiiit,"['wouuuuuuuuh', 'mamssetha', 'khiiiiiiiiiiiit']"
209,تحبو دخلو المخاخ العباد الحرام نورمااال 😡😡,-1,تحبو دخلو المخاخ العباد الحرام نورمااال,"['تحبو', 'دخلو', 'المخاخ', 'العباد', 'الحرام', 'نورمااال']"
210,Enhebha barcha tooooooop eal ekher 😄💗,1,enhebha barcha tooooooop eal ekher,"['enhebha', 'barcha', 'tooooooop', 'eal', 'ekher']"
211,برنامج متاع موبنا نعنبو زك أمكم خماج فيكم قحاب موبنا والله نحلف عليكم تتبادلو بنساء سامي الفهري ينيك فيكم خماج برامج مواضيع متاع وبنا والله نحلف عليكم كلكم ناقصين عصبا,-1,برنامج متاع موبنا نعنبو زك أمكم خماج فيكم قحاب موبنا والله نحلف عليكم تتبادلو بنساء سامي الفهري ينيك فيكم خماج برامج مواضيع متاع وبنا والله نحلف عليكم كلكم ناقصين عصبا,"['برنامج', 'متاع', 'موبنا', 'نعنبو', 'زك', 'أمكم', 'خماج', 'فيكم', 'قحاب', 'موبنا', 'والله', 'نحلف', 'عليكم', 'تتبادلو', 'بنساء', 'سامي', 'الفهري', 'ينيك', 'فيكم', 'خماج', 'برامج', 'مواضيع', 'متاع', 'وبنا', 'والله', 'نحلف', 'عليكم', 'كلكم', 'ناقصين', 'عصبا']"
212,Rabi mek wieawnik,1,rabi mek wieawnik,"['rabi', 'mek', 'wieawnik']"
213,"ماسطة تقتل بالمساطة""",-1,ماسطة تقتل بالمساطة,"['ماسطة', 'تقتل', 'بالمساطة']"
214,محلاهاا مذخمة وخدامه ربي معاااك,1,محلاهاا مذخمة وخدامه ربي معاااك,"['محلاهاا', 'مذخمة', 'وخدامه', 'ربي', 'معاااك']"
215,أحسن الممثلات تونس wajiha continuation,1,أحسن الممثلات تونس,"['أحسن', 'الممثلات', 'تونس']"
218,الثعلب الماكر,-1,الثعلب الماكر,"['الثعلب', 'الماكر']"
219,بصرحة شئ يحشم ومصح رقعتك جاي لتلفزة وتحب دافع المثلية راك هنتنا وهنت التوانسة اللكل شئ يؤسف,-1,بصرحة شئ يحشم ومصح رقعتك جاي لتلفزة وتحب دافع المثلية راك هنتنا وهنت التوانسة اللكل شئ يؤسف,"['بصرحة', 'شئ', 'يحشم', 'ومصح', 'رقعتك', 'جاي', 'لتلفزة', 'وتحب', 'دافع', 'المثلية', 'راك', 'هنتنا', 'وهنت', 'التوانسة', 'اللكل', 'شئ', 'يؤسف']"
220,Bravoo kolhom abdeou,1,bravoo kolhom abdeou,"['bravoo', 'kolhom', 'abdeou']"
221,Rabi meahoum zouz win mochkoul :/,1,rabi meahoum zouz win mochkoul,"['rabi', 'meahoum', 'zouz', 'win', 'mochkoul']"
222,mawatehech dawr hata tarf,-1,mawatehech dawr hata tarf,"['mawatehech', 'dawr', 'hata', 'tarf']"
223,مسلسل خمج,-1,مسلسل خمج,"['مسلسل', 'خمج']"
224,Amin tbarkala weklem enes ahla maghir maya hhhhh,1,amin tbarkala weklem enes ahla maghir maya hhhhh,"['amin', 'tbarkala', 'weklem', 'enes', 'ahla', 'maghir', 'maya', 'hhhhh']"
225,bravooooooooooooooooooo olfa,1,bravooooooooooooooooooo olfa,"['bravooooooooooooooooooo', 'olfa']"
226,تونس غارفة بالفقر البطالة الحرقة السرقة جاي يحكي شذوذو ..برى يعيش ولدي بدنك,-1,تونس غارفة بالفقر البطالة الحرقة السرقة جاي يحكي شذوذو برى يعيش ولدي بدنك,"['تونس', 'غارفة', 'بالفقر', 'البطالة', 'الحرقة', 'السرقة', 'جاي', 'يحكي', 'شذوذو', 'برى', 'يعيش', 'ولدي', 'بدنك']"
228,tabarkaALLAH eLIHA :),1,tabarkaallah eliha,"['tabarkaallah', 'eliha']"
229,برجولية تبركلا علاها,1,برجولية تبركلا علاها,"['برجولية', 'تبركلا', 'علاها']"
230,Entom qanet kafra,-1,entom qanet kafra,"['entom', 'qanet', 'kafra']"
231,Chaeb tafeh,-1,chaeb tafeh,"['chaeb', 'tafeh']"
232,Bou zink mahlek ♥♥♥♥,1,bou zink mahlek,"['bou', 'zink', 'mahlek']"
233,Mala kaeba mouch normal,-1,mala kaeba mouch normal,"['mala', 'kaeba', 'mouch', 'normal']"
234,La mariem rawea tamthil,1,la mariem rawea tamthil,"['la', 'mariem', 'rawea', 'tamthil']"
236,CHAY YAeMEL EL eAAAAAAAR,-1,chay yaemel el eaaaaaaar,"['chay', 'yaemel', 'el', 'eaaaaaaar']"
237,مرمز عبد,-1,مرمز عبد,"['مرمز', 'عبد']"
239,أحسن حاجة عملها سامي الفهري حاجة متوقعة,1,أحسن حاجة عملها سامي الفهري حاجة متوقعة,"['أحسن', 'حاجة', 'عملها', 'سامي', 'الفهري', 'حاجة', 'متوقعة']"
240,بصراحة وهرتو وحدها ديما مشيخنا لمعلم <e,1,بصراحة وهرتو وحدها ديما مشيخنا لمعلم,"['بصراحة', 'وهرتو', 'وحدها', 'ديما', 'مشيخنا', 'لمعلم']"
241,شيخه ظحك,1,شيخه ظحك,"['شيخه', 'ظحك']"
243,bravo.bravo lemeatllem welad asl walid,1,bravo bravo lemeatllem welad asl walid,"['bravo', 'bravo', 'lemeatllem', 'welad', 'asl', 'walid']"
244,yejbni barcha khatrou telqaaiiii,1,yejbni barcha khatrou telqaaiiii,"['yejbni', 'barcha', 'khatrou', 'telqaaiiii']"
245,Meli smaet esmou walit naouihk wahdi nheeeebou :*,1,meli smaet esmou walit naouihk wahdi nheeeebou,"['meli', 'smaet', 'esmou', 'walit', 'naouihk', 'wahdi', 'nheeeebou']"
246,العاهرة تشتغل بمخور,-1,العاهرة تشتغل بمخور,"['العاهرة', 'تشتغل', 'بمخور']"
247,letfi bereouiam hala nifsiya harija ili dehaket,1,letfi bereouiam hala nifsiya harija ili dehaket,"['letfi', 'bereouiam', 'hala', 'nifsiya', 'harija', 'ili', 'dehaket']"
248,أسفي علا زمن يتحدث (مثلي) تتحدث (عاهره) الشرف tharbetou rouha akther mel lezim :e Barcha wsakh wkhmaj mtae zok omkoum lqahba allah trabehkoum noktoulha omha lebled راك ماسطاااا.....راك لاسطااااا .... ههههه ماسط الامسط منو شكيب Maaaassssssssssset,-1,أسفي علا زمن يتحدث مثلي تتحدث عاهره الشرف راك ماسطاااا راك لاسطااااا ههههه ماسط الامسط منو شكيب,"['أسفي', 'علا', 'زمن', 'يتحدث', 'مثلي', 'تتحدث', 'عاهره', 'الشرف', 'راك', 'ماسطااا', 'راك', 'لاسطااا', 'ههه', 'ماسط', 'الامسط', 'منو', 'شكيب']"
249,Teejebni Mra waeleha leklem 👌👍,1,teejebni mra waeleha leklem,"['teejebni', 'mra', 'waeleha', 'leklem']"
251,Malla tahhan rkhis naembouh,-1,malla tahhan rkhis naembouh,"['malla', 'tahhan', 'rkhis', 'naembouh']"
252,ريم عندو لحق رجلك إغير زين وعين وأخلاق محلاهاا,1,ريم عندو لحق رجلك إغير زين وعين وأخلاق محلاهاا,"['ريم', 'عندو', 'لحق', 'رجلك', 'إغير', 'زين', 'وعين', 'وأخلاق', 'محلاهاا']"
253,Ahla jaw mea awled Moufida lhout elihom,1,ahla jaw mea awled moufida lhout elihom,"['ahla', 'jaw', 'mea', 'awled', 'moufida', 'lhout', 'elihom']"
254,Mealem amin,1,mealem amin,"['mealem', 'amin']"
257,وحدك الوهرة كيمو بكلهم غايرين منك.نمووووت محلاك,1,وحدك الوهرة كيمو بكلهم غايرين منك نمووووت محلاك,"['وحدك', 'الوهرة', 'كيمو', 'بكلهم', 'غايرين', 'منك', 'نموووت', 'محلاك']"
259,Bravo amin …,1,bravo amin,"['bravo', 'amin']"
261,نور شيبة وين ديما ناجح ملا وهرة ملا فن محلاه عندو تسمع التراث الكلمة الحلوة المنسية,1,نور شيبة وين ديما ناجح ملا وهرة ملا فن محلاه عندو تسمع التراث الكلمة الحلوة المنسية,"['نور', 'شيبة', 'وين', 'ديما', 'ناجح', 'ملا', 'وهرة', 'ملا', 'فن', 'محلاه', 'عندو', 'تسمع', 'التراث', 'الكلمة', 'الحلوة', 'المنسية']"
262,تعجبني وجيهة تمثل فالمسلسلات ونحبها ونموت علاها,1,تعجبني وجيهة تمثل فالمسلسلات ونحبها ونموت علاها,"['تعجبني', 'وجيهة', 'تمثل', 'فالمسلسلات', 'ونحبها', 'ونموت', 'علاها']"
263,عزيمه + إصرار = نجاح . مدرسة الإحسان ربنا يوفقهم,1,عزيمه إصرار نجاح مدرسة الإحسان ربنا يوفقهم,"['عزيمه', 'إصرار', 'نجاح', 'مدرسة', 'الإحسان', 'ربنا', 'يوفقهم']"
264,فنانين صفاقس ومقداد السهيلي لايمثلناولانعترف,-1,فنانين صفاقس ومقداد السهيلي لايمثلناولانعترف,"['فنانين', 'صفاقس', 'ومقداد', 'السهيلي', 'لايمثلناولانعترف']"
265,عندوا القبول انشاء الله ربي معاه,1,عندوا القبول انشاء الله ربي معاه,"['عندوا', 'القبول', 'انشاء', 'الله', 'ربي', 'معاه']"
266,Machallah wa sobhan allah,1,machallah wa sobhan allah,"['machallah', 'wa', 'sobhan', 'allah']"
267,Mahsoub moqded adhaf barcha lel fan sidi jwedou,-1,mahsoub moqded adhaf barcha lel fan sidi jwedou,"['mahsoub', 'moqded', 'adhaf', 'barcha', 'lel', 'fan', 'sidi', 'jwedou']"
268,كمشه موبن واقحاب يعطونيش مال الدنيا نتفرج فيهم هوما قناة تونسية,-1,كمشه موبن واقحاب يعطونيش مال الدنيا نتفرج فيهم هوما قناة تونسية,"['كمشه', 'موبن', 'واقحاب', 'يعطونيش', 'مال', 'الدنيا', 'نتفرج', 'فيهم', 'هوما', 'قناة', 'تونسية']"
269,برافو ناجي جلول,1,برافو ناجي جلول,"['برافو', 'ناجي', 'جلول']"
270,قناة الدعارة تبا ............,-1,قناة الدعارة تبا,"['قناة', 'الدعارة', 'تبا']"
271,احسن فنانة تونس ربي معك وراني نحبك برشششششش,1,احسن فنانة تونس ربي معك وراني نحبك برشششششش,"['احسن', 'فنانة', 'تونس', 'ربي', 'معك', 'وراني', 'نحبك', 'برششش']"
274,Jaefour inta ili mhaliha sahria eal barnamej lkhayri,1,jaefour inta ili mhaliha sahria eal barnamej lkhayri,"['jaefour', 'inta', 'ili', 'mhaliha', 'sahria', 'eal', 'barnamej', 'lkhayri']"
277,ممصط دين أمك,-1,ممصط دين أمك,"['ممصط', 'دين', 'أمك']"
278,Wlh fsed hal mousalsel :( fazdetou maryem ben chaeben zah bech yetferqou wled moufida,-1,wlh fsed hal mousalsel fazdetou maryem ben chaeben zah bech yetferqou wled moufida,"['wlh', 'fsed', 'hal', 'mousalsel', 'fazdetou', 'maryem', 'ben', 'chaeben', 'zah', 'bech', 'yetferqou', 'wled', 'moufida']"
279,احسن الممثلين تونس بالتوفيق انشاء لله المسرح فن راقي وابدع فني انشاء لله بالنجاح الاعمال <e,1,احسن الممثلين تونس بالتوفيق انشاء لله المسرح فن راقي وابدع فني انشاء لله بالنجاح الاعمال,"['احسن', 'الممثلين', 'تونس', 'بالتوفيق', 'انشاء', 'لله', 'المسرح', 'فن', 'راقي', 'وابدع', 'فني', 'انشاء', 'لله', 'بالنجاح', 'الاعمال']"
