,Tweet,target,tokenized_tweet,cleaned_tweet
69,"""RT @Elaph: طيران الإمارات وغوغل يطلقان مبادرة تثقيفية #طيران_الإمارات #غوغل https://t.co/zfBZqiEPkW https://t.co/dR1aXqRtIkh""",1,طيران الإمارات وغوغل يطلقان مبادرة تثقيفية طيران الإمارات غوغل,"['طيران', 'الإمارات', 'وغوغل', 'يطلقان', 'مبادرة', 'تثقيفية', 'طيران', 'الإمارات', 'غوغل']"
70,"""سبع دول تدعم داعش امريكا بريطانيا فرنسا إسرائيل تركيا السعوديه قطر""",-1,سبع دول تدعم داعش امريكا بريطانيا فرنسا إسرائيل تركيا السعوديه قطر,"['سبع', 'دول', 'تدعم', 'داعش', 'امريكا', 'بريطانيا', 'فرنسا', 'إسرائيل', 'تركيا', 'السعوديه', 'قطر']"
71,"""#النّازحين_السّوريّين بيعتبرو اللي #حلب تحرير ومبسوطين وعم بِهللو#بس_هيك😊""",1,الن ازحين الس وري ين بيعتبرو اللي حلب تحرير ومبسوطين وعم هللو بس هيك,"['الن', 'ازحين', 'الس', 'وري', 'ين', 'بيعتبرو', 'اللي', 'حلب', 'تحرير', 'ومبسوطين', 'وعم', 'هللو', 'بس', 'هيك']"
72,"""تركيا تنفي عقد صفقة روسيا بشأن حلب https://t.co/XXghMMEgtWkh""",1,تركيا تنفي عقد صفقة روسيا بشأن حلب,"['تركيا', 'تنفي', 'عقد', 'صفقة', 'روسيا', 'بشأن', 'حلب']"
73,"""RT @aawsat_News: #نجاح_الحج1ghehه النجاحات #السعودية المتوالية تنظيم #الحج تلجم أفواه المشككينhttps://t.co/OvqhtMPWda https://t.co/dy…""",1,نجاح الحج النجاحات السعودية المتوالية تنظيم الحج تلجم أفواه المشككين,"['نجاح', 'الحج', 'النجاحات', 'السعودية', 'المتوالية', 'تنظيم', 'الحج', 'تلجم', 'أفواه', 'المشككين']"
74,"""RT @AbuAltahish6: @hrw_ar @aboaqila010 امريكا راعية الارهاب .وتحالفها الدولي لضرب داعش انما لدعم داعش وكبيرتها السعودية العالم يعرف…""",-1,امريكا راعية الارهاب وتحالفها الدولي لضرب داعش انما لدعم داعش وكبيرتها السعودية العالم يعرف,"['امريكا', 'راعية', 'الارهاب', 'وتحالفها', 'الدولي', 'لضرب', 'داعش', 'انما', 'لدعم', 'داعش', 'وكبيرتها', 'السعودية', 'العالم', 'يعرف']"
75,#يلا_نحفل_علي_احمد_ادم الرد هشتاج بردوا #باسم_طلع_حرامى,-1,يلا نحفل علي احمد ادم الرد هشتاج بردوا باسم طلع حرامى,"['يلا', 'نحفل', 'علي', 'احمد', 'ادم', 'الرد', 'هشتاج', 'بردوا', 'باسم', 'طلع', 'حرامى']"
76,"""@Ahmed_ALHasani ويندوز 10 ممتاز جلب مشاكل واجد لاب توب الاضاة حلتها ومنها الجهاز يعلق فترات تركته استخدام""",1,ويندوز ممتاز جلب مشاكل واجد لاب توب الاضاة حلتها ومنها الجهاز يعلق فترات تركته استخدام,"['ويندوز', 'ممتاز', 'جلب', 'مشاكل', 'واجد', 'لاب', 'توب', 'الاضاة', 'حلتها', 'ومنها', 'الجهاز', 'يعلق', 'فترات', 'تركته', 'استخدام']"
77,"""@DimaSadek الفرق الصورتين صورة لاهالي الجنوب حرب تموزوالصوره لنزوح أهالي حلب الفرق النازحين السور… https://t.co/NCalPOKHke""",-1,الفرق الصورتين صورة لاهالي الجنوب حرب تموزوالصوره لنزوح أهالي حلب الفرق النازحين السور,"['الفرق', 'الصورتين', 'صورة', 'لاهالي', 'الجنوب', 'حرب', 'تموزوالصوره', 'لنزوح', 'أهالي', 'حلب', 'الفرق', 'النازحين', 'السور']"
78,"""وقالو سعيدة حياتها 😣 #إليسا""",1,وقالو سعيدة حياتها إليسا,"['وقالو', 'سعيدة', 'حياتها', 'إليسا']"
79,"إذاغيب الموت ""نعناع الجناين""فإن حكاء مصرالأصيل سيظل حاضرافى الوجدان المصرى بأعماله جسدت أحلام المهمشين،رحم الله""صياد اللولى""خيرى شلبى",1,إذاغيب الموت نعناع الجناين فإن حكاء مصرالأصيل سيظل حاضرافى الوجدان المصرى بأعماله جسدت أحلام المهمشين رحم الله صياد اللولى خيرى شلبى,"['إذاغيب', 'الموت', 'نعناع', 'الجناين', 'فإن', 'حكاء', 'مصرالأصيل', 'سيظل', 'حاضرافى', 'الوجدان', 'المصرى', 'بأعماله', 'جسدت', 'أحلام', 'المهمشين', 'رحم', 'الله', 'صياد', 'اللولى', 'خيرى', 'شلبى']"
80,#علوم_وتكنولوجياغوغل تعيّن أحدًا فوق الـgh0 عامًا للعمل لديهاأقامت مجموعة الباحثين عمل، وتفوق أعمارهم... https://t.co/jQoCRYsLaK,1,علوم وتكنولوجياغوغل تعي أحد فوق الـ عام للعمل لديهاأقامت مجموعة الباحثين عمل وتفوق أعمارهم,"['علوم', 'وتكنولوجياغوغل', 'تعي', 'أحد', 'فوق', 'الـ', 'عام', 'للعمل', 'لديهاأقامت', 'مجموعة', 'الباحثين', 'عمل', 'وتفوق', 'أعمارهم']"
81,"""RT @mstr_federer: @fedouiqerer عالم الكرة الصفراء يتيماً جاء فيدرر اخرج جمال الرياضة للعالم""",1,عالم الكرة الصفراء يتيما جاء فيدرر اخرج جمال الرياضة للعالم,"['عالم', 'الكرة', 'الصفراء', 'يتيما', 'جاء', 'فيدرر', 'اخرج', 'جمال', 'الرياضة', 'للعالم']"
82,#مصر #شخصية_مريبة متعرفش #بيشتغل لحساب بالظبط اسمو #نجيب_ساويرس بيعمل #قناة #لجاسوس اسمه #يسرى_فودة ليستضيف #عميل_برخصة اسمه #جمال_عيد,-1,مصر شخصية مريبة متعرفش بيشتغل لحساب بالظبط اسمو نجيب ساويرس بيعمل قناة لجاسوس اسمه يسرى فودة ليستضيف عميل برخصة اسمه جمال عيد,"['مصر', 'شخصية', 'مريبة', 'متعرفش', 'بيشتغل', 'لحساب', 'بالظبط', 'اسمو', 'نجيب', 'ساويرس', 'بيعمل', 'قناة', 'لجاسوس', 'اسمه', 'يسرى', 'فودة', 'ليستضيف', 'عميل', 'برخصة', 'اسمه', 'جمال', 'عيد']"
83,"""#ميشيل_تويني: إخفاء معالم موقع التفجير إغتيال #جبران_تويني المسؤول ولماذا يُحرّك الملف الوقت؟@MichelleTueini""",-1,ميشيل تويني إخفاء معالم موقع التفجير إغتيال جبران تويني المسؤول ولماذا حر الملف الوقت,"['ميشيل', 'تويني', 'إخفاء', 'معالم', 'موقع', 'التفجير', 'إغتيال', 'جبران', 'تويني', 'المسؤول', 'ولماذا', 'حر', 'الملف', 'الوقت']"
84,"""#لافروف: إلغاء اجتماع #جنيف #حلب مشاركة #واشنطن https://t.co/ozXKurxkhdr""",-1,لافروف إلغاء اجتماع جنيف حلب مشاركة واشنطن,"['لافروف', 'إلغاء', 'اجتماع', 'جنيف', 'حلب', 'مشاركة', 'واشنطن']"
85,"""@LaaHooB_Qoui @alhurranews خلاص طاح الحطبو بوكيمون يبدى قلقه""",-1,خلاص طاح الحطبو بوكيمون يبدى قلقه,"['خلاص', 'طاح', 'الحطبو', 'بوكيمون', 'يبدى', 'قلقه']"
86,لمصر شعب يحميها أجعل البلد آمنا مطمئنا,1,لمصر شعب يحميها أجعل البلد آمنا مطمئنا,"['لمصر', 'شعب', 'يحميها', 'أجعل', 'البلد', 'آمنا', 'مطمئنا']"
87,"""إثر هجومهما ""الهمجي"" #حلب.. البيت الأبيض يحذر الأسد #روسيا#سوريا #واشنطن #روسيا_تحرق_حلب #تدمير_المشافي""",-1,إثر هجومهما الهمجي حلب البيت الأبيض يحذر الأسد روسيا سوريا واشنطن روسيا تحرق حلب تدمير المشافي,"['إثر', 'هجومهما', 'الهمجي', 'حلب', 'البيت', 'الأبيض', 'يحذر', 'الأسد', 'روسيا', 'سوريا', 'واشنطن', 'روسيا', 'تحرق', 'حلب', 'تدمير', 'المشافي']"
88,"""علي الأمين يكتب: موسكو أسقطت هدنة حلب: تريد سوريا كلها ‘المفيدة’ فقط https://t.co/mNFUsKJjVJ""",-1,علي الأمين يكتب موسكو أسقطت هدنة حلب تريد سوريا كلها المفيدة فقط,"['علي', 'الأمين', 'يكتب', 'موسكو', 'أسقطت', 'هدنة', 'حلب', 'تريد', 'سوريا', 'كلها', 'المفيدة', 'فقط']"
89,"""#عربghoui تطويق الأخبار الكاذبة #فيسبوك: تهدد الديمقراطية https://t.co/jxeLkHwWy0""",-1,عرب تطويق الأخبار الكاذبة فيسبوك تهدد الديمقراطية,"['عرب', 'تطويق', 'الأخبار', 'الكاذبة', 'فيسبوك', 'تهدد', 'الديمقراطية']"
90,"""بعد الإنتخابات الأمريكية الأخيرة أثبت الإعلام الغربي أنه إعلام موجّه وغير صادق وأثبت الإعلام العربي أنه ببغائي بامت… https://t.co/jBCZQ61Dkx""",-1,بعد الإنتخابات الأمريكية الأخيرة أثبت الإعلام الغربي أنه إعلام موج وغير صادق وأثبت الإعلام العربي أنه ببغائي بامت,"['بعد', 'الإنتخابات', 'الأمريكية', 'الأخيرة', 'أثبت', 'الإعلام', 'الغربي', 'أنه', 'إعلام', 'موج', 'وغير', 'صادق', 'وأثبت', 'الإعلام', 'العربي', 'أنه', 'ببغائي', 'بامت']"
91,مصر الانقلاب تعلو اصوات العهر والدعارة وتخفض اصوات الحق والعدل والشرفاء تحكمهم بيادة تلاحقهم رصاصة تأويهم سجون,-1,مصر الانقلاب تعلو اصوات العهر والدعارة وتخفض اصوات الحق والعدل والشرفاء تحكمهم بيادة تلاحقهم رصاصة تأويهم سجون,"['مصر', 'الانقلاب', 'تعلو', 'اصوات', 'العهر', 'والدعارة', 'وتخفض', 'اصوات', 'الحق', 'والعدل', 'والشرفاء', 'تحكمهم', 'بيادة', 'تلاحقهم', 'رصاصة', 'تأويهم', 'سجون']"
92,"""موقع كلمتي: دفاع شفيق : تعد عقبات تمنعه العودة لمصر #احمد_شفيق https://t.co/gfCaCi0RwW""",1,موقع كلمتي دفاع شفيق تعد عقبات تمنعه العودة لمصر احمد شفيق,"['موقع', 'كلمتي', 'دفاع', 'شفيق', 'تعد', 'عقبات', 'تمنعه', 'العودة', 'لمصر', 'احمد', 'شفيق']"
93,"""#الجيش_السوري يدمر e جرافات ويقتل جنوب مقبرة حوش نصري #الغوطة_الشرقية""",1,الجيش السوري يدمر جرافات ويقتل جنوب مقبرة حوش نصري الغوطة الشرقية,"['الجيش', 'السوري', 'يدمر', 'جرافات', 'ويقتل', 'جنوب', 'مقبرة', 'حوش', 'نصري', 'الغوطة', 'الشرقية']"
94,"""النازحين السوريين منحاشين قتل بشار وحزب الله وايران لهمراحوا حق لبنان اللي تحكمها ايران وحزب اللهدخلك يعالجونهم بفلوس الكويت ؟!!""",-1,النازحين السوريين منحاشين قتل بشار وحزب الله وايران لهمراحوا حق لبنان اللي تحكمها ايران وحزب اللهدخلك يعالجونهم بفلوس الكويت,"['النازحين', 'السوريين', 'منحاشين', 'قتل', 'بشار', 'وحزب', 'الله', 'وايران', 'لهمراحوا', 'حق', 'لبنان', 'اللي', 'تحكمها', 'ايران', 'وحزب', 'اللهدخلك', 'يعالجونهم', 'بفلوس', 'الكويت']"
95,"""#فريق_الاصائل_التطوعي-ينظم حفل #المولد_النبوي_الشريف https://t.co/RgyigWzAHq""",1,فريق الاصائل التطوعي ينظم حفل المولد النبوي الشريف,"['فريق', 'الاصائل', 'التطوعي', 'ينظم', 'حفل', 'المولد', 'النبوي', 'الشريف']"
96,"""ياويلللي اعوذ بالله #ماذا_لو_المدارس_مختلطه""",-1,ياويلللي اعوذ بالله ماذا لو المدارس مختلطه,"['ياويلللي', 'اعوذ', 'بالله', 'ماذا', 'لو', 'المدارس', 'مختلطه']"
97,#مصر • كاريكاتير _ #انتخبوا_العرص,1,مصر كاريكاتير انتخبوا العرص,"['مصر', 'كاريكاتير', 'انتخبوا', 'العرص']"
98,بلغ التدني بالبعض وضع صورتي واسمي حسابات تويتر مزيفة وإستخدامها للتطاول حبيبتي وزوجتي وللخوض عرضي، وتداولها عبر مواقع جادة,-1,بلغ التدني بالبعض وضع صورتي واسمي حسابات تويتر مزيفة وإستخدامها للتطاول حبيبتي وزوجتي وللخوض عرضي وتداولها عبر مواقع جادة,"['بلغ', 'التدني', 'بالبعض', 'وضع', 'صورتي', 'واسمي', 'حسابات', 'تويتر', 'مزيفة', 'وإستخدامها', 'للتطاول', 'حبيبتي', 'وزوجتي', 'وللخوض', 'عرضي', 'وتداولها', 'عبر', 'مواقع', 'جادة']"
