,Tweet,target,tokenized_tweet,cleaned_tweet
117,شكرًا,1,شكر,['شكر']
118,انصحك تشم رائحتهم الزكية,1,انصحك تشم رائحتهم الزكية,"['انصحك', 'تشم', 'رائحتهم', 'الزكية']"
119,الرجل الشريف لحزب العدالة الحقل السياسي حصل الفوز الانتخابات لولايتين .,1,الرجل الشريف لحزب العدالة الحقل السياسي حصل الفوز الانتخابات لولايتين,"['الرجل', 'الشريف', 'لحزب', 'العدالة', 'الحقل', 'السياسي', 'حصل', 'الفوز', 'الانتخابات', 'لولايتين']"
120,كيفاش درتي تبا بلاد,1,كيفاش درتي تبا بلاد,"['كيفاش', 'درتي', 'تبا', 'بلاد']"
121,"لشكر بالصحة الراحة تستحق وسام مخزني بجدارة استحقاق""",1,لشكر بالصحة الراحة تستحق وسام مخزني بجدارة استحقاق,"['لشكر', 'بالصحة', 'الراحة', 'تستحق', 'وسام', 'مخزني', 'بجدارة', 'استحقاق']"
122,السلام عليكم سيدي رئس حكومة الرجل النيزه الدي صدق وعد مناهج صندوق الدعم التماسك الاجتماعي كلها جيد عرقلة نصار لشئم لصناديق التقاعد متمثلين نقابات هيهات جد متفائلة فوزك حكومة أضل أدعمك النهاية واصل ليهمك شيء الشعب يحبك جدا ياعميد مرجعيات الدينية المعرب ياوجه الخير الشعب المعربي,1,السلام عليكم سيدي رئس حكومة الرجل النيزه الدي صدق وعد مناهج صندوق الدعم التماسك الاجتماعي كلها جيد عرقلة نصار لشئم لصناديق التقاعد متمثلين نقابات هيهات جد متفائلة فوزك حكومة أضل أدعمك النهاية واصل ليهمك شيء الشعب يحبك جدا ياعميد مرجعيات الدينية المعرب ياوجه الخير الشعب المعربي,"['السلام', 'عليكم', 'سيدي', 'رئس', 'حكومة', 'الرجل', 'النيزه', 'الدي', 'صدق', 'وعد', 'مناهج', 'صندوق', 'الدعم', 'التماسك', 'الاجتماعي', 'كلها', 'جيد', 'عرقلة', 'نصار', 'لشئم', 'لصناديق', 'التقاعد', 'متمثلين', 'نقابات', 'هيهات', 'جد', 'متفائلة', 'فوزك', 'حكومة', 'أضل', 'أدعمك', 'النهاية', 'واصل', 'ليهمك', 'شيء', 'الشعب', 'يحبك', 'جدا', 'ياعميد', 'مرجعيات', 'الدينية', 'المعرب', 'ياوجه', 'الخير', 'الشعب', 'المعربي']"
123,"""اخخخخخ بنكيران الله فعوانك منصب رئيس الحكومة ليس بالسهل",1,اخخخخخ بنكيران الله فعوانك منصب رئيس الحكومة ليس بالسهل,"['اخخخ', 'بنكيران', 'الله', 'فعوانك', 'منصب', 'رئيس', 'الحكومة', 'ليس', 'بالسهل']"
124,وهناك يقول مدارو والو بغيتهوم اجيبو بحال رجال العدالة والتنمية,1,وهناك يقول مدارو والو بغيتهوم اجيبو بحال رجال العدالة والتنمية,"['وهناك', 'يقول', 'مدارو', 'والو', 'بغيتهوم', 'اجيبو', 'بحال', 'رجال', 'العدالة', 'والتنمية']"
125,الله فعوانكم وانا كندعي معكم ليل نهار ورمضان مبارك عليكم,1,الله فعوانكم وانا كندعي معكم ليل نهار ورمضان مبارك عليكم,"['الله', 'فعوانكم', 'وانا', 'كندعي', 'معكم', 'ليل', 'نهار', 'ورمضان', 'مبارك', 'عليكم']"
126,وبالتوفيق للولاية شاء الله تعالى,1,وبالتوفيق للولاية شاء الله تعالى,"['وبالتوفيق', 'للولاية', 'شاء', 'الله', 'تعالى']"
127,موقع وليلي مجموعة أثرية رائعة بالمغرب,1,موقع وليلي مجموعة أثرية رائعة بالمغرب,"['موقع', 'وليلي', 'مجموعة', 'أثرية', 'رائعة', 'بالمغرب']"
128,الله الله الله واكبر الخيير بلادناا,1,الله الله الله واكبر الخيير بلادناا,"['الله', 'الله', 'الله', 'واكبر', 'الخيير', 'بلادناا']"
129,الحسيمة جوهرة المتوسط وأجمل مدن شمال إفريقيا,1,الحسيمة جوهرة المتوسط وأجمل مدن شمال إفريقيا,"['الحسيمة', 'جوهرة', 'المتوسط', 'وأجمل', 'مدن', 'شمال', 'إفريقيا']"
130,الثنائي كريم الأحمدي وسفيان أمرابط يتألق ويساهم الفوز والتأهل ويليم كأس هولند,1,الثنائي كريم الأحمدي وسفيان أمرابط يتألق ويساهم الفوز والتأهل ويليم كأس هولند,"['الثنائي', 'كريم', 'الأحمدي', 'وسفيان', 'أمرابط', 'يتألق', 'ويساهم', 'الفوز', 'والتأهل', 'ويليم', 'كأس', 'هولند']"
131,المغرب زوين,1,المغرب زوين,"['المغرب', 'زوين']"
132,بالصحة فطوركم،,1,بالصحة فطوركم,"['بالصحة', 'فطوركم']"
133,نناشد سيادتكم مجددا للتدخل السيد وزير التعليم العالي صرف المنحة المجمدة لطلبة الماستر حاملي إجازات...فالله شاهد علينا أننا حاجة ماسة فبدونها نجد صعوبة إستكمال الدراسة... وشكرا مسبقا.,1,نناشد سيادتكم مجددا للتدخل السيد وزير التعليم العالي صرف المنحة المجمدة لطلبة الماستر حاملي إجازات فالله شاهد علينا أننا حاجة ماسة فبدونها نجد صعوبة إستكمال الدراسة وشكرا مسبقا,"['نناشد', 'سيادتكم', 'مجددا', 'للتدخل', 'السيد', 'وزير', 'التعليم', 'العالي', 'صرف', 'المنحة', 'المجمدة', 'لطلبة', 'الماستر', 'حاملي', 'إجازات', 'فالله', 'شاهد', 'علينا', 'أننا', 'حاجة', 'ماسة', 'فبدونها', 'نجد', 'صعوبة', 'إستكمال', 'الدراسة', 'وشكرا', 'مسبقا']"
134,"جزاكم الله خيرا ساعدونا بتبلبغ طلبنا رئيس الحكومة.""",1,جزاكم الله خيرا ساعدونا بتبلبغ طلبنا رئيس الحكومة,"['جزاكم', 'الله', 'خيرا', 'ساعدونا', 'بتبلبغ', 'طلبنا', 'رئيس', 'الحكومة']"
135,"""كتحلموا اغلبية الشعب سيصوت هدا الرجل",1,كتحلموا اغلبية الشعب سيصوت هدا الرجل,"['كتحلموا', 'اغلبية', 'الشعب', 'سيصوت', 'هدا', 'الرجل']"
136,اشهد بربي هدا الرجل الوحيد اللدي يستحق رئاسة الحكومة واشهد بربي نيته صافية ورجل متواضع بنكيران ولد الشعب والولاية التانية شاء الله تعالى,1,اشهد بربي هدا الرجل الوحيد اللدي يستحق رئاسة الحكومة واشهد بربي نيته صافية ورجل متواضع بنكيران ولد الشعب والولاية التانية شاء الله تعالى,"['اشهد', 'بربي', 'هدا', 'الرجل', 'الوحيد', 'اللدي', 'يستحق', 'رئاسة', 'الحكومة', 'واشهد', 'بربي', 'نيته', 'صافية', 'ورجل', 'متواضع', 'بنكيران', 'ولد', 'الشعب', 'والولاية', 'التانية', 'شاء', 'الله', 'تعالى']"
137,واكيد شعبنا يسمح لرجل مثله بالتنحي رئاسة الحكومة,1,واكيد شعبنا يسمح لرجل مثله بالتنحي رئاسة الحكومة,"['واكيد', 'شعبنا', 'يسمح', 'لرجل', 'مثله', 'بالتنحي', 'رئاسة', 'الحكومة']"
138,وانا كنفتخر وبزاف حزب اسمه العدالة والتنمية,1,وانا كنفتخر وبزاف حزب اسمه العدالة والتنمية,"['وانا', 'كنفتخر', 'وبزاف', 'حزب', 'اسمه', 'العدالة', 'والتنمية']"
139,وكنفتخر رئيس حكومة اسمه عبد الاله بنكيران,1,وكنفتخر رئيس حكومة اسمه عبد الاله بنكيران,"['وكنفتخر', 'رئيس', 'حكومة', 'اسمه', 'عبد', 'الاله', 'بنكيران']"
140,وكنفتخر بكل رجال ونساء العدالة والتنمية,1,وكنفتخر بكل رجال ونساء العدالة والتنمية,"['وكنفتخر', 'بكل', 'رجال', 'ونساء', 'العدالة', 'والتنمية']"
141,وديما العدالة والتنمية,1,وديما العدالة والتنمية,"['وديما', 'العدالة', 'والتنمية']"
142,الله يحفظها الزلزال زينة تبارك ألله,1,الله يحفظها الزلزال زينة تبارك ألله,"['الله', 'يحفظها', 'الزلزال', 'زينة', 'تبارك', 'ألله']"
143,"هكـذا تبـدو مـدينـة "" إفـران المغربيـة "" فـي فـصـل الشتاء والتـي تصنـف ضمـن أجمـل المـدن العـالميـة حيـث المساحـة الخضـراء ونظـافتهـا",1,هكـذا تبـدو مـدينـة إفـران المغربيـة فـي فـصـل الشتاء والتـي تصنـف ضمـن أجمـل المـدن العـالميـة حيـث المساحـة الخضـراء ونظـافتهـا,"['هكـذا', 'تبـدو', 'مـدينـة', 'إفـران', 'المغربيـة', 'فـي', 'فـصـل', 'الشتاء', 'والتـي', 'تصنـف', 'ضمـن', 'أجمـل', 'المـدن', 'العـالميـة', 'حيـث', 'المساحـة', 'الخضـراء', 'ونظـافتهـا']"
144,تحياتي لشعب المصري,1,تحياتي لشعب المصري,"['تحياتي', 'لشعب', 'المصري']"
145,ممتع شيء.صراحة,1,ممتع شيء صراحة,"['ممتع', 'شيء', 'صراحة']"
146,كتحمقني هاد لمدينة,1,كتحمقني هاد لمدينة,"['كتحمقني', 'هاد', 'لمدينة']"
147,كتحمق صافي بشحال ثمن اوتيلات عفاك اشوف تيفي,1,كتحمق صافي بشحال ثمن اوتيلات عفاك اشوف تيفي,"['كتحمق', 'صافي', 'بشحال', 'ثمن', 'اوتيلات', 'عفاك', 'اشوف', 'تيفي']"
155,شفشاون المدينة الزرقاء لفتت أنظار العالم ببساطتها وجمالها الساحر,1,شفشاون المدينة الزرقاء لفتت أنظار العالم ببساطتها وجمالها الساحر,"['شفشاون', 'المدينة', 'الزرقاء', 'لفتت', 'أنظار', 'العالم', 'ببساطتها', 'وجمالها', 'الساحر']"
156,الله يعينك اعدائك ... فوزك فوز الوطن...ان شاء الله فائزون باذن الله...,1,الله يعينك اعدائك فوزك فوز الوطن ان شاء الله فائزون باذن الله,"['الله', 'يعينك', 'اعدائك', 'فوزك', 'فوز', 'الوطن', 'ان', 'شاء', 'الله', 'فائزون', 'باذن', 'الله']"
157,"""حفظك الله سيدي رئيس الحكومة ..",1,حفظك الله سيدي رئيس الحكومة,"['حفظك', 'الله', 'سيدي', 'رئيس', 'الحكومة']"
